"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Fri Jan 15 12:48:03 EAT 2021","Fri Jan 15 12:48:20 EAT 2021","17487","","Login Functionality","","Login Functionality","should login successfully using valid credentials","should login successfully using valid credentials",""
